personID,label,fullname,years,gender
RN-PER-0613,,,,
RN-PER-0030,,,,
52992,"Hamilton, James","Hamilton, James (1750-1833)",1750-1833,Man
271359,"Strang, Joseph","Strang, Joseph",1725-1794,Man
255467,"Hyatt, Nathaniel","Hyatt, Nathaniel (d. 1779)",-,Man
349755,"Masseure, Francis-Geron","Masseure, Francis-Geron",-,Man
RN-ORG-0079,,,,
RN-PER-0488,,,,
RN-PER-0741,,,,
365494,"Farley, Henry","Farley, Henry (merchant, of England)",-,Man
244326,"Clark, Elisha","Clark, Elisha (captain, of Nantucket, Mass.)",-,Man
56881,"Platt, Richard","Platt, Richard (1755-1830)",1755-1830,Man
RN-PER-0179,,,,
RN-PER-0778,,,,
RN-PER-0303,,,,
RN-PER-0003,,,,
255470,"Hyde, West","Hyde, West (1734-1797)",1734-1797,Man
RN-PER-0248,,,,
RN-PER-0582,,,,
263625,"Marat, Jean Paul","Marat, Jean Paul (1743-1793)",1743-1793,Man
249958,"Emlen, George","Emlen, George (1741-1812)",1741-1812,Man
310339,"Rogers, William","Rogers, William (1751-1824)",1751-1824,Man
252944,"Gunnison, Benjamin","Gunnison, Benjamin",-,Man
350795,"Sube, A.","Sube, A.",-,Man
349369,"Laporte, Jacques de","Laporte, Jacques de",1754-,Man
348471,"Fauchier, P.","Fauchier, P.",-,Man
RN-PER-0785,,,,
347344,"Beaulieu, Charles Gilloton, chevalier de","Beaulieu, Charles Gilloton, chevalier de",-,Man
RN-ORG-0384,,,,
350362,"Randell, Mrs. Leschevin","Randell, Mrs. Leschevin",-,Woman
58508,"Stevens, Ebenezer","Stevens, Ebenezer (1751-1823)",1751-1823,Man
347255,"Baldwin, Christopher","Baldwin, Christopher",-,Man
51178,"Davidson, William Lee","Davidson, William Lee (d. 1781)",-1781,Man
347130,"Allamand, François-Louis","Allamand, François-Louis",-,Man
349446,"Le Francq, Marc-Antoine-Maximilien-César","Le Francq, Marc-Antoine-Maximilien-César",1756-,Man
55863,"Moore, Nicholas Ruxton","Moore, Nicholas Ruxton (1756-1816)",1756-1816,Man
253505,"Gardner, Shubael","Gardner, Shubael (captain, master of Le Chardon)",-,Man
349303,"Lissalde, Laborde","Lissalde, Laborde",-,Man
348528,"Flavigny, Gratien-Jean-Baptiste-Louis, vicomte de","Flavigny, Gratien-Jean-Baptiste-Louis, vicomte de",1741-1783,Man
RN-PER-0509,,,,
56168,"Neufville, Jean","Neufville, Jean (Jan; John) de (1729-1796)",1729-1796,Man
251319,"Fierer, Charles","Fierer, Charles (1756-1794)",1756-1794,Man
258385,"Kleinschmit, Carl Wilhelm","Kleinschmit, Carl Wilhelm (b. 1755)",1755-,Man
243524,"Blome, Otto, Baron von","Blome, Otto, Baron von (1735-1803)",1735-1803,Man
RN-ORG-0352,,,,
RN-PER-0062,,,,
266633,Patterson,"Patterson (Patteson), Nelson (1762-1824)",1762-1824,Man
RN-PER-0776,,,,
RN-PER-0675,,,,
350171,"Payés, Pierre","Payés, Pierre",-,Man
348658,"Gamba, --","Gamba, --",-,Man
246118,"Cochran, Charles B.","Cochran, Charles B.",-,Man
56187,"Newenham, Edward","Newenham, Edward (1734-1814)",1734-1814,Man
348065,"Cuchet, Gaspard-Joseph","Cuchet, Gaspard-Joseph",-,Man
242700,"Bouchet, Denis Jean Florimond Langlois de Montheville, Chevalier du","Bouchet, Denis Jean Florimond Langlois de Montheville, Chevalier du (1752-1826)",1752-1826,Man
RN-BUS-0042,,,,
252429,"Geary, James","Geary, James",-,Man
262978,"McNutt, Alexander","McNutt, Alexander (1725-1811)",1725-1811,Man
RN-ORG-0112,,,,
48855,"Barrell, Joseph","Barrell, Joseph (1740-1804)",1740-1804,Man
RN-PER-0404,,,,
257360,"Jeffries, Joseph","Jeffries, Joseph (1736-1814)",1736-1814,Man
350688,"Soller, --","Soller, --",-,Man
277761,"Watson, John","Watson, John (c. 1760-1841)",1760-1841,Man
270267,"Swain, John, letter to Commissioners listed","Swain, John, letter to Commissioners listed",-,Man
RN-PER-0392,,,,
350048,"Nicolas, Pierre-François","Nicolas, Pierre-François",-,Man
52505,"Gillon, Alexander","Gillon, Alexander (1741-1794)",1741-1794,Man
53899,"Jackson, Michael, Sr.","Jackson, Michael, Sr. (1734-1801)",1734-1801,Man
59110,"Treat, Malachi","Treat, Malachi (1736-1795)",1736-1795,Man
350144,"Parny des Falines, Jean Baptiste Paul de","Parny des Falines, Jean Baptiste Paul de",-,Man
266244,"Pierce, John","Pierce, John (of James City Co., Va.)",1736-1819,Man
347102,"Adamoli, Mr.","Adamoli, Mr.",-,Man
RN-PER-0298,,,,
247580,"Darrell, Josiah","Darrell, Josiah (captain, of the Polly)",-,Man
350812,"Sykes, H.","Sykes, H.",-,Man
56667,"Pélissier, Christophe","Pélissier, Christophe (b. 1728)",1728-,Man
266901,"Prevost, Augustine","Prevost, Augustine",-1786,Man
350002,"Mutrie, W. M.","Mutrie, W. M.",-,Man
RN-ORG-0059,,,,
57238,"Rawlings, Moses","Rawlings, Moses (1745-1809)",1745-1809,Man
57057,"Prevost, James","Prevost, James (1736-1781)",1736-1781,Man
348730,"Gibbes, Margaret","Gibbes, Margaret",-,Woman
RN-PER-0712,,,,
57245,"Raynal, Guillaume Thomas François, Abbé","Raynal, Guillaume Thomas François, Abbé (1713-1796)",1713-1796,Man
339387,"Sears, David","Sears, David (1752–1816)",1752-1816,Man
52118,"Floyd, William","Floyd, William (1734-1821)",1734-1821,Man
349710,"Marchant, Stephen","Marchant, Stephen",-,Man
RN-BUS-0076,,,,
349015,"Hills, Stephen","Hills, Stephen",-,Man
54397,"Landais, Pierre","Landais, Pierre (1734-1820)",1734-1820,Man
RN-PER-0506,,,,
268074,"Raimondis, Joseph Louis, chevalier de","Raimondis, Joseph Louis, chevalier de (1723-1801)",1723-1801,Man
57689,"Rutherford, Robert","Rutherford, Robert (1728-1803)",1728-1803,Man
50716,"Conway, John","Conway, John (1742-1802)",1742-1802,Man
58592,"Stokes, John","Stokes, John (1756-1790)",1756-1790,Man
350514,"Rousseaux, Jean","Rousseaux, Jean",-,Man
351077,"Watelet, Claude-Henri","Watelet, Claude-Henri",1718-1786,Man
56278,"North, Caleb","North, Caleb (1753-1840)",1753-1840,Man
RN-PER-0349,,,,
RN-PER-0375,,,,
302903,"Watson, Titus","Watson, Titus",1743-1820,Man
253508,"Gargaz, Pierre André","Gargaz, Pierre André",-,Man
347249,"Badger, Jonathan","Badger, Jonathan",-,Man
365683,"Barker, Joseph","Barker, Joseph",-,
49778,"Buford, Abraham","Buford, Abraham (1749-1833)",1749-1833,Man
347742,"Calliez, Mr.","Calliez, Mr.",-,Man
347601,"Bret, Antoine","Bret, Antoine",-,Man
351061,"Walkar (Rilkar, Walker), John","Walkar (Rilkar, Walker), John",1752-,Man
RN-PER-0650,,,,
348355,"Durif de Cazaneuve, Mr.","Durif de Cazaneuve, Mr.",-,Man
348921,"Hamelin, Mr.","Hamelin, Mr.",-,Man
350835,"Taverne Demont Dhiver, --","Taverne Demont Dhiver, --",-,Man
130633,"Pinckney, Charles Jr.","Pinckney, Charles Jr. (1732-1782)",1732-1782,Man
348260,"Du Bois, Henrÿ","Du Bois, Henrÿ",-,Man
252294,"Gridley, Joseph","Gridley, Joseph",-,Man
56600,"Pawling, Albert","Pawling, Albert (1750-1836)",1750-1836,Man
RN-PER-0473,,,,
348039,"Creery, Mr.","Creery, Mr.",-,Man
347346,"Élie de Beaumont, Anne-Louise","Élie de Beaumont, Anne-Louise",1729-1783,Woman
49811,"Burchardt, Daniel","Burchardt, Daniel (1740-1790)",1740-1790,Man
347523,"Bordot, François","Bordot, François",-,Man
247286,"Conti, Louis François Joseph de Bourbon, Prince de","Conti, Louis François Joseph de Bourbon, Prince de (1734-1814)",1734-1814,Man
272223,"Saint-Lambert, Jean François de","Saint-Lambert, Jean François de (1716-1803)",1716-1803,Man
249886,"Eichelberger, Barnet","Eichelberger, Barnet",-,Man
252758,"Gray, James","Gray, James (commissary)",-,Man
49261,"Blodget, Nathan","Blodget, Nathan (1704-1747)",1704-1747,Man
56829,"Pierce, Benjamin","Pierce, Benjamin",-,Man
304800,"Slott (Slot, Slote), Stephen","Slott (Slot, Slote), Stephen",-,Man
RN-ORG-0106,,,,
245112,"Chinn, Edward","Chinn, Edward (1732-1802)",1732-1802,Man
245117,"Chittenden, Thomas","Chittenden, Thomas (1730-1797)",1730-1797,Man
49904,"Butler, Pierce","Butler, Pierce (1744-1822)",1744-1822,Man
RN-ORG-0227,,,,
99710,"Ewing, Nathaniel","Ewing, Nathaniel",-,Man
53596,"Horton, Jotham","Horton, Jotham (1749-1795)",1749-1795,Man
59798,"Weissenfels, Frederick","Weissenfels, Frederick (1728-1806)",1728-1806,Man
53980,"Jenings, Edmund","Jenings, Edmund (1731-1819)",1731-1819,Man
347191,"Arlincourt, Louis-Adrien Prévost d'","Arlincourt, Louis-Adrien Prévost d'",1743-1794,Man
RN-PER-0534,,,,
253480,"Galvan, William","Galvan, William (major)",-1782,Man
347574,"Boyenval, Louis-Marie","Boyenval, Louis-Marie",1759-,Man
54851,"Livingston, Susannah French","Livingston, Susannah French (1723-1789)",1723-1789,Woman
286120,"Anquetil-Duperron, Abraham Hyacinthe","Anquetil-Duperron, Abraham Hyacinthe (1731-1805)",1731-1805,Man
247875,"Dussaulx (Dusaulx), Jean-Joseph","Dussaulx (Dusaulx), Jean-Joseph",1728-1799,Man
347317,"Bauchot, L.","Bauchot, L.",-,Man
350801,"Sutton de Clonard, Jean, comte","Sutton de Clonard, Jean, comte",-1833,Man
57953,"Shaw, Alexander","Shaw, Alexander",-,Man
248388,"Douglas (Douglass), Thomas","Douglas (Douglass), Thomas",-,Man
350434,"Ridou, Mr.","Ridou, Mr.",-,Man
50869,"Craig, Isaac","Craig, Isaac (1742-1826)",1742-1826,Man
246957,"Chardon, Daniel Marc Antoine","Chardon, Daniel Marc Antoine (1731-1795)",1731-1795,Man
350342,"Pées, Bernard","Pées, Bernard",-,Man
58662,"Stuart, Eleanor Calvert Custis","Stuart, Eleanor Calvert Custis (1754-1811, Nelly)",1754-1811,Woman
RN-PER-0822,,,,
149062,"Gardner, William","Gardner, William (1759-1795, formerly the slave Billey)",1759-1795,Man
347250,"Bailey, Joseph","Bailey, Joseph",-,Man
248239,"Dickinson, Sylvanus","Dickinson, Sylvanus",-,Man
RN-PER-0647,,,,
RN-BUS-0058,,,,
56105,"Napier, James","Napier, James (1710-1799)",1710-1799,Man
RN-PER-0263,,,,
RN-PER-0229,,,,
RN-ORG-0175,,,,
348825,"Gratien, --","Gratien, --",-,Man
304061,"Harnage, Henry","Harnage, Henry",1739-1826,Man
RN-PER-0341,,,,
270242,"Strong, Nathan","Strong, Nathan (1748-1816, of Hartford, Conn.)",1748-1816,Man
347267,"Bannerman, Benjamin","Bannerman, Benjamin",-,Man
347594,"Brault, --","Brault, --",-,Man
348162,"Demezandré, Mr.","Demezandré, Mr.",-,Man
60139,"Windship, Amos","Windship, Amos (1745-1813)",1745-1813,Man
55585,"Mehelm, John","Mehelm, John (1735-1809)",1735-1809,Man
240648,"Boyd, Lawrence","Boyd, Lawrence",-,Man
258894,"Laporte, Arnauld de","Laporte, Arnauld de",-,Man
RN-PER-0674,,,,
349584,"Longwell, James","Longwell, James",-,Man
273358,"Tardy, Louis","Tardy, Louis",-,Man
RN-PER-0834,,,,
316577,"Richardson, Mary","Richardson, Mary",1747-,Woman
266512,"Prowell, Joseph","Prowell, Joseph",-,Man
RN-PER-0044,,,,
351074,"Wanklyn, John","Wanklyn, John",-,Man
351125,"Wilkin, David","Wilkin, David",-,Man
274952,"Tillet, Mathieu","Tillet, Mathieu",1714-1791,Man
RN-PER-0084,,,,
347143,"Amelot de Chaillou, Antoine-Jean","Amelot de Chaillou, Antoine-Jean (1732-1795)",1732-1795,Man
52791,"Gregory, John","Gregory, John (1747-1777)",1747-1777,Man
RN-PER-0696,,,,
55502,"McKenzie, John","McKenzie, John (b. 1731)",1731-,Man
RN-PER-0458,,,,
305448,"Gover, Robert","Gover, Robert",-,Man
49185,"Bishop, Thomas","Bishop, Thomas (1705-1795)",1705-1795,Man
349657,"Mace, John","Mace, John",-,Man
RN-PER-0340,,,,
348301,"Duchemin, Daniel","Duchemin, Daniel",-,Man
245961,"Cassini de Thury, César François","Cassini de Thury, César François (1714-1784)",1714-1784,Man
58305,"Snowden, Jonathan","Snowden, Jonathan (1756-1824)",1756-1824,Man
RN-PER-0660,,,,
55618,"Mercer, John Francis","Mercer, John Francis (1759-1821)",1759-1821,Man
RN-PER-0424,,,,
245465,"Conner, John","Conner, John (d. 1790, ship captain)",-1790,Man
RN-PER-0587,,,,
58444,"Starr, George","Starr, George (1740-1820)",1740-1820,Man
347147,"Amezaga, Ignace d'Urtado, marquis d'","Amezaga, Ignace d'Urtado, marquis d'",1710-,Man
303950,"Steward, John","Steward, John",-,Man
255497,"Hall, David","Hall, David (1752-1817)",1752-1817,Man
48676,"Bache, Benjamin Franklin","Bache, Benjamin Franklin (1769-1798)",1769-1798,Man
RN-PER-0051,,,,
349715,"Marignac, Gabriel-Louis Galissard de","Marignac, Gabriel-Louis Galissard de",1736-,Man
RN-PER-0103,,,,
304634,"Hasenclever, Peter","Hasenclever, Peter",1716-1793,Man
52140,"Ford, Benjamin","Ford, Benjamin (1723-1781)",1723-1781,Man
RN-ORG-0404,,,,
348188,"Deshayes, Mr.","Deshayes, Mr.",-,Man
RN-PER-0706,,,,
53463,"Hodgdon, Samuel","Hodgdon, Samuel (1745-1824)",1745-1824,Man
54168,"Kearsley, Samuel","Kearsley, Samuel (1750-1830)",1750-1830,Man
241311,"Beckwith, John","Beckwith, John",-1787,Man
49906,"Butler, Richard","Butler, Richard (1743-1791)",1743-1791,Man
347969,"Conner, James","Conner, James",-,Man
348812,"Grand, Jean-François-Paul, l'aîné","Grand, Jean-François-Paul, l'aîné",-,Man
56517,"Parker, Richard","Parker, Richard (1729-1813)",1729-1813,Man
251044,"Forman, Jonathan","Forman, Jonathan (1755-1809)",1755-1809,Man
RN-ORG-0258,,,,
58187,"Smith, James","Smith, James (c.1751-1835)",1751-1835,Man
RN-BUS-0034,,,,
RN-PER-0222,,,,
267926,"Risberg, Gustavus","Risberg, Gustavus",-,Man
349305,"Labussiere, -- de","Labussiere, -- de",-,Man
56541,"Parr, James","Parr, James (d. 1800)",-1800,Man
RN-ORG-0184,,,,
276826,"Whiting, Daniel","Whiting, Daniel (major)",-,Man
51092,"Dalton, Tristram","Dalton, Tristram (1738-1817)",1738-1817,Man
243859,Browne,"Browne (Brown), John (commissary of purchases)",-,Man
RN-PER-0651,,,,
242002,"Brown, Ephraim","Brown, Ephraim",-,Man
365650,"Meibom, Justus Christoph de","Meibom, Justus Christoph de",-,Man
51566,"Duffield, Benjamin","Duffield, Benjamin (1753-1799)",1753-1799,Man
305082,"Copp, John","Copp, John",-,Man
349955,"Morel, --","Morel, --",-,Man
55737,"Miralles, Juan de","Miralles, Juan de (1715-1780)",1715-1780,Man
RN-ORG-0294,,,,
347331,"Bazin, --","Bazin, --",-,Man
56490,"Paradise, John","Paradise, John (1743-1795)",1743-1795,Man
327577,"Jones, William","Jones, William (b. c. 1709)",1709-,Man
53738,"Hunter, Elijah","Hunter, Elijah (1749-1815)",1749-1815,Man
RN-ORG-0176,,,,
RN-PER-0199,,,,
51291,"De Lancey, Margaret Allen","De Lancey, Margaret Allen (d. 1827)",-1827,Woman
348477,"Faure, Phillip","Faure, Phillip",-,Man
49403,"Bowen, Thomas Bartholomew","Bowen, Thomas Bartholomew (1742-1804)",1742-1804,Man
48890,"Bartholomew, Benjamin","Bartholomew, Benjamin (1752-1812)",1752-1812,Man
266274,"Pinckney, Sarah (Sally) Middleton","Pinckney, Sarah (Sally) Middleton",1756-1784,Woman
267497,"Pitcairn, John","Pitcairn, John (major)",-,Man
350904,"Torris, John","Torris, John",-,Man
365701,"Bowers, Daniel","Bowers, Daniel",-,Man
RN-ORG-0077,,,,
59421,"Visscher, John","Visscher, John (d. 1821)",-1821,Man
56578,"Patterson, Samuel","Patterson, Samuel (1734-1785)",1734-1785,Man
151329,Will,Will (slave; Mr. Chamberlayne's),-,Man
348934,"Hardoüin, Mr.","Hardoüin, Mr.",-,Man
266984,"Peale, James","Peale, James",-,Man
RN-ORG-0363,,,,
RN-ORG-0309,,,,
243803,"Brooks, David","Brooks, David (1756-1838)",1756-1838,Man
RN-PER-0237,,,,
246045,"Christie, James","Christie, James (c. 1730-1803)",1730-1803,Man
350817,"Séqueville, François-Pierre de","Séqueville, François-Pierre de",1725-1793,Man
50413,"Chrystie, James","Chrystie, James (1750-1807)",1750-1807,Man
57981,"Shelby, Evan","Shelby, Evan (1720-1794)",1720-1794,Man
52267,"Frelinghuysen, Frederick","Frelinghuysen, Frederick (1753-1804)",1753-1804,Man
238874,"Adams, Joseph","Adams, Joseph (USS Alliance)",-,Man
350181,"Peirce, Jeremiah, Jr.","Peirce, Jeremiah, Jr.",1751-1799,Man
348298,"Dubourgneuf, Mr.","Dubourgneuf, Mr.",-,Man
347705,"Byrne, Edward","Byrne, Edward",-,Man
56769,"Pettingill, Joseph","Pettingill, Joseph (1741-1785)",1741-1785,Man
54305,"Klauman, Christian Charles de","Klauman, Christian Charles de (b. 1740)",1740-,Man
54207,"Kendrick, John, Sr.","Kendrick, John, Sr. (1740-1794)",1740-1794,Man
RN-ORG-0244,,,,
57853,"Scudder, William","Scudder, William",-,Man
51361,"De Witt, Simeon","De Witt, Simeon (1756-1834)",1756-1834,Man
239841,"Alexander, Alexander John","Alexander, Alexander John (London merchant)",-,Man
RN-PER-0770,,,,
348623,"Freëý, Mrs. Parien de","Freëý, Mrs. Parien de",-,Woman
57990,"Shepherd, David","Shepherd, David (1734-1795)",1734-1795,Man
52600,"Goodrich, William","Goodrich, William (b. 1742)",1742-,Man
RN-BUS-0081,,,,
301932,"Frey, Joseph-Pierre-Charles, baron de","Frey, Joseph-Pierre-Charles, baron de",1740-1796,Man
58230,"Smith, Meriwether","Smith, Meriwether (1730-1790)",1730-1790,Man
RN-PER-0206,,,,
365553,"Green, John","Green, John (commander of the Queen of France)",-,Man
55291,"Massie, Thomas","Massie, Thomas (1747-1834)",1747-1834,Man
RN-BUS-0057,,,,
RN-PER-0564,,,,
RN-PER-0348,,,,
RN-PER-0347,,,,
277530,"Whiting, Thomas","Whiting, Thomas (1712-1781)",1712-1781,Man
247182,"Coffin, Alexander","Coffin, Alexander",1740-1839,Man
274240,"Taylor, Craddock","Taylor, Craddock",1754-,Man
RN-PER-0830,,,,
350989,"Vausenville, Alexandre-Henry-Guillaume le Roberger de","Vausenville, Alexandre-Henry-Guillaume le Roberger de",-,Man
262284,"Montfort de Prat, Julius, “comte” de","Montfort de Prat, Julius, “comte” de (Jean-Antoine-Justin Prat)",1751-,Man
53237,"Hay, John","Hay, John (1757-1809)",1757-1809,Man
349605,"Lucas, Henry","Lucas, Henry",-,Man
RN-ORG-0005,,,,
299717,"Hopkins, James","Hopkins, James (1763-1826)",1763-1826,Man
348000,"Corrick, James","Corrick, James",-,Man
51619,"Dunlap, John","Dunlap, John (1747-1812)",1747-1812,Man
263097,"Moffett, David","Moffett, David",-,Man
RN-PER-0775,,,,
48638,"Aupaumut, Hendrick","Aupaumut, Hendrick (1757-1830)",1757-1830,Man
365452,"Davison, Samuel","Davison, Samuel",1739-,Man
300430,"West, Thomas","West, Thomas (1716-1792)",1716-1792,Man
347433,"Bessel, Frederick Guillaume de","Bessel, Frederick Guillaume de",1734-,Man
246470,"Collins, Charles","Collins, Charles (1773-1845)",1773-1845,Man
259587,"Littlefield, Noah Moulton","Littlefield, Noah Moulton",1728-1821,Man
56957,"Popkin, John","Popkin, John (1743-1827)",1743-1827,Man
RN-PER-0466,,,,
347435,"Besson, George Leopold","Besson, George Leopold",-,Man
RN-PER-0555,,,,
RN-PER-0708,,,,
347169,"Antes, John","Antes, John",1740-1811,Man
350704,"Speakman, Richard","Speakman, Richard",-,Man
49468,"Bradford, Gamaliel","Bradford, Gamaliel (1731-1807)",1731-1807,Man
56253,"Nixon, Thomas","Nixon, Thomas (1736-1800)",1736-1800,Man
50335,"Chase, Thomas","Chase, Thomas (d. 1787)",1739-1787,Man
347621,"Brig, John","Brig, John",-,Man
53643,"Howell, Joseph","Howell, Joseph (1719-1790)",1719-1790,Man
RN-ORG-0373,,,,
56340,"Ogden, Uzal","Ogden, Uzal (1744-1822)",1744-1822,Man
RN-PER-0176,,,,
RN-PER-0585,,,,
RN-PER-0724,,,,
365591,"Hill, Samuel","Hill, Samuel (surgeon of the Drake)",-,Man
RN-ORG-0090,,,,
58938,"Thompson, James","Thompson, James (1729-1790, Merchant)",1729-1790,Man
RN-PER-0316,,,,
255698,"Henderson, John","Henderson, John (1737–1787)",1737-1787,Man
RN-ORG-0144,,,,
RN-PER-0235,,,,
348132,"Decambray, Mr.","Decambray, Mr.",-,Man
349793,"McCraken, John","McCraken, John",-,Man
55704,"Miller, Joseph","Miller, Joseph (1757-1825)",1757-1825,Man
RN-PER-0160,,,,
51495,"Douw, Volckert Pieterse","Douw, Volckert Pieterse (1720-1801)",1720-1801,Man
RN-BUS-0056,,,,
273390,"Temple, Elizabeth Bowdoin","Temple, Elizabeth Bowdoin (1769-1825, daughter of John)",1769-1825,Woman
256302,"Hamilton, Henry","Hamilton, Henry (1734-1796)",1734-1796,Man
349424,"Le Breton de La Loutière, Amable-Louis-François","Le Breton de La Loutière, Amable-Louis-François",1708-1779,Man
RN-PER-0662,,,,
365569,"Gale, Moses","Gale, Moses",-,Man
303668,"Nicoll, Leonard D.","Nicoll, Leonard D.",-,Man
RN-PER-0762,,,,
347221,"Auer, Deacon M.","Auer, Deacon M.",-,Man
255735,"Hervey, Frederick Augustus, fourth earl of Bristol","Hervey, Frederick Augustus, fourth earl of Bristol (1730-1803)",1730-1803,Man
347377,"Bellew, Sir Patrick","Bellew, Sir Patrick",-,Man
250680,"French, --","French, -- (captain, of the Mary Amilia)",-,Man
RN-PER-0203,,,,
RN-PER-0832,,,,
365799,"Parry, Thomas","Parry, Thomas",-,Man
54374,"La Luzerne, Anne-César, chevalier de","La Luzerne, Anne-César, chevalier de (1741-1791)",1741-1791,Man
48797,"Barbé-Marbois, François","Barbé-Marbois, François (1745-1837)",1745-1837,Man
347237,"Aycard, Mr.","Aycard, Mr.",-1790,Man
365441,"Crawford, John","Crawford, John (prisoner)",-,Man
RN-PER-0241,,,,
RN-PER-0578,,,,
56762,"Peters, William","Peters, William (1702-1789)",1702-1789,Man
51902,"Fairfax, Sarah","Fairfax, Sarah (Sally) Cary (1730-1811)",1730-1811,Woman
274008,"Townsend, Robert","Townsend, Robert (1753-1838, alias Samuel Culper, Jr.)",1753-1838,Man
273344,"Tabor, Samuel","Tabor, Samuel (of Rotterdam)",-,Man
365755,"Burgess, Vachel","Burgess, Vachel (1756-1824)",1756-1824,Man
274440,"Todd, John","Todd, John (1719-1793)",1719-1793,Man
RN-PER-0574,,,,
301506,"Fleury, Latour Longnevoué, marquise de","Fleury, Latour Longnevoué, marquise de",-,Woman
59049,"Todd, John, Jr.","Todd, John, Jr. (1750-1782)",1750-1782,Man
348037,"Cramer, Philibert","Cramer, Philibert",-,Man
350014,"Nairne, Richard","Nairne, Richard",-,Man
348157,"Delon-Cramer, Claire","Delon-Cramer, Claire",-,Woman
RN-ORG-0115,,,,
RN-PER-0026,,,,
RN-PER-0376,,,,
365699,"Booker, Samuel","Booker, Samuel (1758-1847)",1758-1847,Man
350779,"Strange, Isabella","Strange, Isabella",-,Woman
55567,"Mead, Matthew","Mead, Matthew (1736-1816)",1736-1816,Man
RN-PER-0321,,,,
49933,"Cabell, Samuel Jordan","Cabell, Samuel Jordan (1756-1818)",1756-1818,Man
348425,"Epp, Charles","Epp, Charles",-,Man
52908,"Haldimand, Frederick","Haldimand, Frederick (1718-1791)",1718-1791,Man
350370,"Rattier, Mr.","Rattier, Mr.",-,Man
55208,"Marshall, John","Marshall, John (1755-1835)",1755-1835,Man
265030,"Nolin, Abbé","Nolin, Abbé",-,Man
349620,"Luscombe, Roger","Luscombe, Roger",-,Man
RN-PER-0244,,,,
247321,"Corbin, George","Corbin, George (colonel)",1744-1793,Man
49045,"Belden, Ezekiel Porter","Belden, Ezekiel Porter (1756-1824)",1756-1824,Man
251058,"Forsyth, Robert","Forsyth, Robert (1754-1794, U.S. marshal)",1754-1794,Man
243464,"Blackwell, George","Blackwell, George (captain)",-,Man
49458,"Brackenridge, Hugh Henry","Brackenridge, Hugh Henry (1748-1816)",1748-1816,Man
240448,"Belton, Jonas","Belton, Jonas",-,Man
349345,"Lamoignon, Marie-Elisabeth de","Lamoignon, Marie-Elisabeth de (née Agathe-François)",1723-,Woman
261807,"McCloud (McLeod), William","McCloud (McLeod), William",1732-,Man
350366,"Raredon, Bartholomew","Raredon, Bartholomew",-,Man
347887,"Chezaulx, Jean-Etienne de","Chezaulx, Jean-Etienne de",-,Man
251746,"FitzGerald, Thomas","FitzGerald, Thomas (of Del.)",-,Man
365621,"Macpherson, Duncan","Macpherson, Duncan",1750-1817,Man
347439,"Bett, William","Bett, William",-,Man
365753,"Brownlee, William","Brownlee, William (1730-1799)",-,Man
54291,"Kirk, Robert","Kirk, Robert (d. 1828)",-1828,Man
54680,"Lewis, Betty Washington","Lewis, Betty Washington (1733-1797)",1733-1797,Woman
347977,"Conyngham, Ann Hockley","Conyngham, Ann Hockley",1756-1811,Woman
56165,"Nesbitt, Jonathan","Nesbitt, Jonathan (d. 1783)",-1783,Man
RN-PER-0126,,,,
243062,"Bailly, Jean Sylvain","Bailly, Jean Sylvain (1736-1793)",1736-1793,Man
348122,"Dawe, John","Dawe, John",-,Man
349744,"Martinelli, Vincenzio","Martinelli, Vincenzio",1702-1785,Man
350354,"Rabŷ du Moreau, M.","Rabŷ du Moreau, M.",-,Man
349773,"Maussallé, Mr.","Maussallé, Mr.",-,Man
RN-PER-0111,,,,
241595,"de Bois (de Boy), Pierre-François","de Bois (de Boy), Pierre-François",1737-1793,Man
56020,"Mountflorence, James Cole","Mountflorence, James Cole (1745-1820)",1745-1820,Man
255600,"Hart, Elisha","Hart, Elisha",-,Man
348068,"Cuming, James","Cuming, James",-,Man
304418,"Geddis (Geddes), George","Geddis (Geddes), George",-,Man
53235,"Hayes, Samuel","Hayes, Samuel (1728-1811)",1728-1811,Man
351027,"Villequier, Louis-Alexandre-Céleste d'Aumont, duc de","Villequier, Louis-Alexandre-Céleste d'Aumont, duc de",1736-1814,Man
RN-PER-0669,,,,
268066,"Ryan, Luke","Ryan, Luke (captain, of the Cologne)",-,Man
RN-BUS-0084,,,,
50654,"Colfax, William","Colfax, William (1756-1838)",1756-1838,Man
58107,"Skinner, Abraham","Skinner, Abraham (1755-1826)",1755-1826,Man
RN-PER-0353,,,,
52272,"French, George","French, George (1751-1824)",1751-1824,Man
55305,"Mathews, George","Mathews, George (1739 to 1812)",1739-1812,Man
RN-PER-0491,,,,
365480,"Ackerman, Abraham","Ackerman, Abraham",-,Man
55306,"Mathews, John","Mathews, John (1744-1802)",1762-1806,Man
246594,"Coit, Wheeler","Coit, Wheeler",-,Man
RN-PER-0225,,,,
347488,"Blunt, Charles William","Blunt, Charles William",1731-1802,Man
RN-ORG-0341,,,,
53202,"Hatfield, Moses","Hatfield, Moses (1737-1810)",1737-1810,Man
57298,"Remsen, Henry","Remsen, Henry (1736-1792)",1736-1792,Man
129731,"Stuart, Anne","Stuart, Anne (1746-1819)",1746-1819,Woman
348055,"Crossley, Adam","Crossley, Adam",-,Man
271464,"Swartwout, Jacobus","Swartwout, Jacobus",-,Man
347635,"Brocklesby, Richard","Brocklesby, Richard",1722-1797,Man
RN-PER-0198,,,,
